Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Class
31284.5822,597.6873,238.3387,167.1529,27.9572,13.3363,31628.2765,157.6916,-25.103,-20.5479,KDE_Synthetic
31477.3261,671.2579,179.8301,219.6597,-61.5123,9.7073,31552.604,210.04,57.1185,19.3603,KDE_Synthetic
31316.7678,750.5574,-39.7844,302.7483,5.1045,-203.1267,32198.7814,241.1037,-5.8791,121.9619,KDE_Synthetic
30845.1969,639.4033,213.5712,207.0093,-24.6259,-13.8726,31123.8514,201.615,1.9858,-4.5237,KDE_Synthetic
31987.7624,610.3107,194.2133,131.9849,-79.985,48.5738,32428.2475,189.3444,-29.528,-8.714,KDE_Synthetic
31764.8376,749.9463,304.2959,230.9675,-35.4267,27.9655,32096.1368,167.3667,10.8539,12.5897,KDE_Synthetic
30855.9506,604.434,203.421,187.7204,-21.3744,33.2304,31154.2585,158.2745,1.0978,30.7227,KDE_Synthetic
31794.8132,680.6292,223.3792,195.5469,-44.8528,-8.6604,32274.8112,222.4407,-31.7845,16.6229,KDE_Synthetic
31253.3985,654.3972,160.6131,214.8673,-30.3698,-54.5927,31517.6274,200.6735,-41.5206,-3.0478,KDE_Synthetic
31350.8225,640.9882,219.6502,204.8537,5.2699,-15.5674,31648.4896,198.7032,3.0997,31.0807,KDE_Synthetic
31246.9316,642.7197,219.7019,185.2326,2.5857,-0.6687,31568.6368,171.062,3.3069,21.0755,KDE_Synthetic
31708.8874,660.4094,212.6336,203.0967,-0.4455,-16.5658,32010.8737,164.6655,24.8156,-0.4324,KDE_Synthetic
32014.5019,658.7061,221.6424,241.4174,-8.3438,-27.0504,32243.5709,184.7697,23.406,4.7526,KDE_Synthetic
31655.3233,681.715,242.5316,187.4851,7.6698,-13.8586,32010.798,220.1991,-45.7351,18.4541,KDE_Synthetic
31769.9643,648.7207,143.4825,196.3627,41.2177,-7.717,32040.0983,191.7573,-10.9288,-68.5922,KDE_Synthetic
32117.7628,712.1933,195.5238,211.985,-6.2537,-14.9086,32529.4271,208.3108,18.7293,27.3487,KDE_Synthetic
32081.8194,598.8127,188.2661,159.8998,1.2101,-12.068,32317.5345,215.035,-24.3722,-1.4893,KDE_Synthetic
31887.8464,694.7346,332.8122,175.291,59.4512,124.08,31907.6432,220.3949,-98.1754,26.95,KDE_Synthetic
32120.952,650.9331,144.5927,191.0096,34.3781,28.1713,32338.4268,157.0201,-15.856,-26.2497,KDE_Synthetic
31803.129,630.2755,241.5343,195.639,35.534,-68.0167,32196.8137,174.8834,11.4203,-18.9827,KDE_Synthetic
30131.2599,626.3461,241.2158,169.3313,17.4775,-2.1182,30386.9408,199.1738,33.3363,27.5996,KDE_Synthetic
32079.9015,1098.8771,-83.5824,314.6449,-153.4605,-91.873,32478.7724,221.077,265.3753,-44.1802,KDE_Synthetic
31979.297,644.5662,174.9374,176.8964,4.2245,21.5392,32394.8444,174.3431,-34.9173,1.8623,KDE_Synthetic
32226.9791,671.8943,240.7871,229.7837,-7.9731,-29.6509,32727.4827,228.1924,19.1888,-13.5044,KDE_Synthetic
29295.7459,242.4154,-110.5889,-522.5966,-114.324,-333.7476,29191.9053,-327.2918,606.9929,-79.3074,KDE_Synthetic
29397.1478,611.9484,234.4883,178.1929,19.3114,28.5472,29688.2373,146.9233,38.2431,17.998,KDE_Synthetic
32274.5591,622.7831,172.393,192.2842,69.5585,62.6576,32464.1882,179.4931,18.769,15.2077,KDE_Synthetic
32206.0043,705.1002,232.9507,126.6221,-93.3632,11.4253,32704.4037,202.0016,-3.2531,-23.5377,KDE_Synthetic
31148.3638,551.0403,231.1456,125.8208,-27.2037,71.3811,31439.3298,139.7766,58.0538,5.0505,KDE_Synthetic
29913.5667,744.614,280.5657,203.2471,34.8972,-7.7505,30575.0819,204.1388,50.7391,-75.0724,KDE_Synthetic
30919.7853,610.7905,221.7853,200.4281,-14.2098,-25.2948,31271.3648,191.9061,0.382,29.4363,KDE_Synthetic
31745.1314,658.7852,239.7467,151.6211,-27.1373,17.396,32173.1114,225.3959,-8.7687,-13.0527,KDE_Synthetic
32020.6004,611.4799,219.9979,196.7268,1.8377,10.256,32346.691,198.8323,18.1106,-1.75,KDE_Synthetic
30729.0739,623.6378,195.8599,239.7774,-18.6895,39.1849,31031.1229,213.5913,-55.0824,-128.1094,KDE_Synthetic
31469.3948,266.7309,226.8082,-390.6652,491.5102,549.898,31073.6008,-996.9768,-694.7052,82.656,KDE_Synthetic
31123.6779,704.9717,254.6017,147.4373,38.0202,18.421,31501.6437,250.0775,-46.9407,67.1672,KDE_Synthetic
31792.7506,667.8911,204.3954,209.4506,10.2798,44.0189,32032.2578,258.8575,6.3201,-33.7875,KDE_Synthetic
31140.3564,517.7297,229.2748,109.3973,-103.4069,67.1638,31745.1005,188.0116,-114.349,-22.7621,KDE_Synthetic
32024.9472,718.0384,209.5345,163.6652,-37.0964,16.6805,32508.6121,182.0733,-18.2884,-15.285,KDE_Synthetic
31784.0918,649.0546,183.0773,168.2492,-18.9768,27.2837,32185.7417,216.1455,1.4856,44.562,KDE_Synthetic
31956.7697,1013.8766,200.3933,294.4247,-35.9296,-55.0733,32243.3502,147.4816,-89.5985,-35.2132,KDE_Synthetic
31789.9134,675.1743,240.309,172.1797,-56.2041,61.3723,32152.0797,156.114,-0.0583,-1.8841,KDE_Synthetic
31786.4714,518.3355,289.0155,135.5831,-7.1303,-58.135,32084.0736,263.5705,36.7079,82.1033,KDE_Synthetic
32164.0084,432.3481,34.654,220.9685,2.2507,-28.1164,32401.455,-151.5582,22.5094,25.3225,KDE_Synthetic
30476.6076,683.1519,203.1852,169.5207,-22.8993,10.4345,30946.5183,203.7667,-17.2967,-14.0254,KDE_Synthetic
31912.1671,696.7824,317.5974,220.4595,168.6453,70.7642,32330.9261,294.2905,-69.5085,112.7812,KDE_Synthetic
30938.3607,725.0982,186.744,171.4542,-38.1297,-59.5802,31253.5882,106.7752,-17.2231,52.8737,KDE_Synthetic
32126.4726,580.3697,411.0746,244.2632,208.2485,-63.9829,32764.4756,235.0457,-167.6478,63.6923,KDE_Synthetic
31587.3359,549.883,231.1166,297.4981,-68.8992,-95.1333,31766.4072,156.1312,-44.4423,-5.2162,KDE_Synthetic
32109.3306,694.2674,249.5556,200.5653,16.1135,-22.273,32465.8254,233.0065,-27.1694,-16.1658,KDE_Synthetic
32010.213,742.3085,185.7884,219.1627,-56.7293,35.6467,32278.1046,155.7442,9.2322,3.9531,KDE_Synthetic
31827.516,685.8932,199.4214,165.5037,-44.579,6.4481,32326.1188,201.1373,15.2348,-51.912,KDE_Synthetic
32158.609,639.7826,237.2167,158.4636,21.0165,9.9914,32487.4484,155.4053,-45.4893,-3.4387,KDE_Synthetic
31649.8948,717.5402,325.2922,114.2035,12.1017,-50.1704,31965.7694,138.6196,35.6431,69.4077,KDE_Synthetic
30048.5457,512.3914,237.6185,257.4476,-39.8171,-162.8571,30377.6473,373.8758,-58.9994,23.2452,KDE_Synthetic
31799.8024,573.0142,188.328,249.7743,-42.3101,31.3835,32137.3304,165.2515,-5.9441,-44.407,KDE_Synthetic
31140.6081,666.0111,183.4169,270.7057,-7.8091,7.548,31459.1969,154.4012,13.3857,11.767,KDE_Synthetic
31201.8175,659.8835,213.9834,144.4425,-14.5777,-20.9879,31440.3958,183.5422,51.4121,-15.9212,KDE_Synthetic
32069.5303,613.4569,252.5921,194.0569,-0.7659,21.6484,32311.3975,177.0955,29.4348,7.3044,KDE_Synthetic
31786.9568,635.6091,188.1155,211.345,-42.4339,6.9398,32269.7896,200.5192,-23.7037,51.5191,KDE_Synthetic
31160.3834,674.6184,224.9254,214.5027,19.9958,16.2942,31506.027,183.1863,-11.5831,14.4335,KDE_Synthetic
31736.7165,658.8965,168.8793,200.9161,-11.9723,-88.1621,32094.8335,165.3283,48.9381,-115.808,KDE_Synthetic
32009.9978,605.2923,210.6694,211.3389,43.5879,33.5768,32307.9186,170.2969,-7.5075,127.8143,KDE_Synthetic
31543.0621,661.5653,203.3172,191.8452,-7.0659,-66.3809,31782.705,204.1012,29.9919,21.1992,KDE_Synthetic
31153.3878,672.3534,104.1524,101.6733,-1.6822,118.5895,31647.0381,1.6772,-88.8393,-16.6641,KDE_Synthetic
31932.3858,645.3796,-112.195,171.0951,154.6918,88.297,32547.949,61.3506,231.1202,136.4588,KDE_Synthetic
32236.0783,715.7369,122.0124,228.3738,71.5194,14.2478,32579.638,244.6866,-33.5251,-20.7009,KDE_Synthetic
32091.1163,522.2742,209.444,38.852,-83.2335,45.2866,32337.9575,253.5232,-156.6324,-84.0678,KDE_Synthetic
32110.9939,607.0177,205.7968,216.9003,-11.9788,71.4233,32526.6776,188.4487,-35.2425,-20.3926,KDE_Synthetic
31225.7104,637.5167,27.3754,190.6717,189.3777,-26.3079,31338.1366,124.7429,-145.1493,-78.3443,KDE_Synthetic
32134.4326,713.0554,230.3442,172.1037,4.8941,-44.9041,32654.7668,82.0811,-77.3322,-50.2306,KDE_Synthetic
30482.129,634.7542,243.312,228.5463,-4.8354,19.8173,30829.7701,234.0096,-49.4416,-19.7875,KDE_Synthetic
31287.109,663.2116,193.1155,95.9918,11.2818,-8.7759,31640.4483,187.5515,10.1223,13.7045,KDE_Synthetic
30902.7459,712.0968,190.7661,187.1606,0.0586,21.7808,31220.6861,279.2781,41.7636,73.1733,KDE_Synthetic
32038.6091,731.4446,224.297,131.3928,-74.3703,-119.5281,32375.3674,104.8989,-121.3511,-47.7112,KDE_Synthetic
32172.1002,601.7707,191.6317,229.9205,53.937,-115.8881,32527.8709,251.9526,9.535,-50.6512,KDE_Synthetic
32039.4715,659.7918,232.495,224.3055,24.2831,6.5795,32310.6341,227.7883,22.9607,-11.5427,KDE_Synthetic
30672.0501,1406.8267,-1274.4739,-74.6398,54.3029,163.4561,32280.6765,363.6231,-1030.1356,948.9528,KDE_Synthetic
28381.756,564.2565,232.3571,132.9053,-12.4077,-20.5682,28697.6883,141.9818,-29.2409,-8.6717,KDE_Synthetic
31596.9651,678.7548,207.1051,180.259,-24.689,-13.4574,32248.1796,198.2499,11.6226,5.9016,KDE_Synthetic
31310.3247,662.793,166.297,177.8244,-23.0707,-35.229,31308.5281,347.6261,-113.5102,163.5062,KDE_Synthetic
31187.7671,666.7817,228.476,216.955,-23.052,-3.4415,31547.0881,171.6686,-2.3692,-17.274,KDE_Synthetic
31993.3823,646.7666,242.1235,192.7967,49.6139,46.5477,32434.8224,151.4006,30.5074,19.1252,KDE_Synthetic
30769.1854,821.606,509.9928,608.06,-411.0044,328.9739,31566.9391,-237.381,480.3375,-471.9839,KDE_Synthetic
29608.9234,1070.7334,1199.4408,505.2834,700.5544,1249.8703,31293.5897,103.2719,-404.6916,-666.237,KDE_Synthetic
32066.5588,714.3697,220.7728,19.806,-65.616,-28.6338,32433.1243,237.4609,16.1924,-3.8905,KDE_Synthetic
31832.5701,656.8611,212.4545,158.7085,22.4404,-0.3755,32081.5171,195.9393,-6.185,24.5635,KDE_Synthetic
32213.05,660.6096,196.689,221.5497,3.7156,37.6976,32521.3454,216.2803,-30.6868,38.101,KDE_Synthetic
32020.1279,692.3943,153.9122,242.3751,-36.4178,12.6188,32303.3144,186.2552,-2.4003,-32.1069,KDE_Synthetic
31169.8383,639.4185,205.2465,152.2849,-7.5549,-5.0519,31554.1184,228.5813,79.6233,21.4257,KDE_Synthetic
31876.0436,667.7349,280.7404,182.7607,45.5444,-46.9672,32306.0635,124.2662,16.2905,43.4509,KDE_Synthetic
32235.5257,760.8523,184.3482,191.2077,57.6118,176.6093,32502.1402,242.6248,-48.278,87.6838,KDE_Synthetic
31807.3952,725.3328,247.9712,136.9357,-6.9257,7.8824,32147.4907,180.694,69.4062,28.759,KDE_Synthetic
30905.5522,802.6435,260.0429,432.0745,27.264,-42.8493,31434.4395,39.7508,107.9639,57.698,KDE_Synthetic
32107.7589,630.3384,231.2367,163.9441,2.2612,11.0429,32424.6437,203.1789,-30.0902,2.3175,KDE_Synthetic
32000.9475,674.7696,242.7006,173.8889,11.4432,44.1593,32397.5175,197.7086,-8.1523,6.7535,KDE_Synthetic
30483.4134,668.8593,201.3651,146.2542,-20.0812,-29.5533,30903.0882,208.3522,36.5481,14.2573,KDE_Synthetic
32088.7914,770.8421,151.2289,377.1768,4.0641,97.0571,32659.6436,459.1448,77.7473,-87.1013,KDE_Synthetic
31631.2523,627.3906,224.0065,214.368,46.9357,43.5261,32096.1561,155.5596,35.2541,36.9563,KDE_Synthetic
31286.018,988.673,155.3966,342.8572,-15.8322,-271.7425,31660.5747,-43.4849,174.8858,32.0684,KDE_Synthetic
31211.7208,620.5693,449.7346,143.5126,42.2956,76.552,31655.0975,185.0988,-37.9346,41.5586,KDE_Synthetic
30150.8285,671.2896,276.4747,-6.2627,-116.4146,-90.2947,30931.1741,85.3459,1.0562,85.399,KDE_Synthetic
31203.3827,570.3577,193.5417,162.6915,-12.0437,-8.6479,31544.5409,247.9246,67.4386,67.0044,KDE_Synthetic
32042.3601,614.1091,216.3617,217.6295,11.7081,-7.6062,32314.5769,206.3826,21.6691,-5.6383,KDE_Synthetic
31140.6329,606.8507,242.7049,189.6243,-17.3489,-38.6935,31444.1101,212.2462,-6.5031,20.0176,KDE_Synthetic
31192.3251,559.6598,229.1461,139.0704,67.1054,110.3482,31302.9799,196.6556,106.9356,-173.7617,KDE_Synthetic
31089.4421,621.4977,176.7124,214.571,-26.1904,211.8114,31471.5241,77.5143,-66.8913,-87.7554,KDE_Synthetic
32019.0871,614.2402,187.4836,192.138,20.9624,10.8066,32367.8126,208.2257,-27.6709,-9.5573,KDE_Synthetic
31423.1666,675.0314,211.9439,187.7844,-2.6413,16.6511,31603.0026,224.9647,-23.6077,46.4454,KDE_Synthetic
30264.2821,651.3285,226.5934,171.3627,-15.0103,-4.3922,30586.5213,211.6484,6.4776,-11.0186,KDE_Synthetic
30810.7431,640.8619,178.9646,165.9287,-3.2811,18.4035,31128.36,202.0387,19.1844,8.9953,KDE_Synthetic
30872.9128,669.6911,168.1549,212.5453,63.2897,-29.3627,31097.9151,262.7159,-10.9163,-55.0318,KDE_Synthetic
32038.3406,634.0759,185.7252,143.8026,47.5682,5.266,32344.439,254.8305,0.9581,-52.7388,KDE_Synthetic
31136.1672,668.4654,226.1611,208.158,8.1611,-5.0357,31499.0869,224.6633,13.8483,-16.4769,KDE_Synthetic
31092.2184,570.4873,129.623,342.559,89.8507,20.6918,31368.2668,337.2649,-140.6288,-143.9266,KDE_Synthetic
31834.8884,528.8969,205.4927,27.9723,6.189,-42.3427,32050.0507,-53.129,-96.8735,-25.2895,KDE_Synthetic
31982.2853,719.9895,35.1081,97.63,-56.5011,-139.3398,32506.1045,399.1385,122.3974,109.4232,KDE_Synthetic
28334.2543,655.4345,206.7237,193.926,50.1715,62.1839,28695.1945,170.8701,-3.3706,45.18,KDE_Synthetic
31945.9539,600.3516,221.2788,176.6594,34.2238,-28.2189,32251.908,208.6104,-9.2953,43.5055,KDE_Synthetic
31811.9651,578.0614,424.0236,33.3406,-214.0647,-23.5395,32096.68,61.7847,6.4409,124.3404,KDE_Synthetic
31997.2336,651.1588,124.7244,172.465,-91.1595,42.757,32362.1209,236.5527,-37.9599,32.8563,KDE_Synthetic
31900.2129,673.0988,289.327,174.1661,-54.3902,56.9262,32157.229,178.4444,10.0896,84.3289,KDE_Synthetic
28766.1252,626.5115,180.6389,215.5896,59.1111,55.8938,29185.5001,162.7924,-21.9963,13.2367,KDE_Synthetic
32175.6194,683.3559,265.2984,276.1765,65.0067,-91.2409,32325.4537,201.8734,-45.1976,16.606,KDE_Synthetic
31865.5587,636.2264,243.4176,187.3889,-22.4524,-11.7635,32052.7503,164.8674,-14.1432,-22.459,KDE_Synthetic
31859.7148,613.5294,246.7567,181.247,-29.5282,-15.655,32258.2166,166.0107,11.6825,19.2977,KDE_Synthetic
31268.8163,786.3591,196.3238,222.746,7.5471,-62.5326,31619.0966,224.8073,29.1454,21.0721,KDE_Synthetic
31697.9838,717.403,184.0744,194.0907,43.2918,-2.6446,32134.7087,184.7702,-13.2193,30.6384,KDE_Synthetic
31009.4698,169.3291,388.6408,847.7788,347.9317,400.3389,31481.1124,-123.8773,-269.1794,-200.1346,KDE_Synthetic
30845.4431,699.603,251.2373,199.3552,-1.2401,25.7377,31097.0013,144.5888,-21.2541,-45.821,KDE_Synthetic
31150.8831,684.3362,264.0986,98.3232,-56.4172,39.3909,31306.6742,236.9419,-6.7154,-10.3772,KDE_Synthetic
31138.5572,916.2141,268.6434,111.8519,-99.8714,-119.5668,31476.1922,28.8215,9.374,132.3942,KDE_Synthetic
32214.4422,703.2884,193.0823,161.8108,-24.994,-32.4834,32698.6355,223.3889,-48.5249,98.0646,KDE_Synthetic
31709.2695,674.9487,255.396,222.7221,-41.1909,35.2767,31969.326,230.4995,47.7899,-49.2442,KDE_Synthetic
32050.8704,624.5326,180.8412,153.5959,21.6791,103.4,32324.1526,179.7429,13.447,-45.4381,KDE_Synthetic
30915.3599,666.13,151.8068,232.9974,30.7736,-50.8579,31246.3892,185.3805,-14.3158,3.0917,KDE_Synthetic
31135.478,661.0021,159.3298,174.9864,40.276,11.7336,31495.3572,218.1353,-8.4322,48.1727,KDE_Synthetic
32118.4581,615.9805,225.7698,164.0401,-24.6802,8.9045,32354.6591,185.0396,-11.1655,5.3154,KDE_Synthetic
31339.9531,620.3294,264.9219,150.3116,17.0916,11.8618,31659.8063,210.5128,-10.4118,32.3761,KDE_Synthetic
30914.1176,669.8887,179.1264,204.918,-2.9869,27.7903,31260.6952,186.6782,0.2287,-4.0283,KDE_Synthetic
28534.6916,715.8729,-29.4094,355.0683,-216.2228,-522.1455,29152.9761,223.9228,-6.5331,-58.1811,KDE_Synthetic
31989.2684,692.3875,189.2706,213.3711,13.9643,32.338,32384.1809,246.1164,32.4557,-37.3566,KDE_Synthetic
32010.7022,624.2349,197.09,176.8517,-47.7695,-11.6326,32402.9781,233.8803,75.6515,21.0497,KDE_Synthetic
30251.6612,654.1767,235.7997,208.8561,-4.8445,-30.5305,30647.1841,134.9489,20.0863,-79.1046,KDE_Synthetic
30485.958,763.44,198.8357,276.9898,-5.7735,19.7052,30966.9822,228.8895,30.8774,-82.8909,KDE_Synthetic
28778.5871,594.1096,313.5791,188.5871,121.218,-16.0188,29205.0654,221.5393,-296.4506,299.169,KDE_Synthetic
31987.1907,684.058,193.4637,199.4393,-26.959,-11.1761,32233.6524,167.2452,9.9893,18.162,KDE_Synthetic
31963.0521,664.0368,220.677,179.7816,2.9651,-13.6745,32214.4257,285.9713,96.0679,31.1219,KDE_Synthetic
32194.7858,687.5902,160.8649,199.1885,101.6551,-92.5756,32627.7023,207.0129,146.7638,-14.6022,KDE_Synthetic
31243.2781,634.2944,232.8763,169.7787,19.2634,6.5869,31615.6033,208.5783,2.5483,11.922,KDE_Synthetic
31925.4067,602.7117,171.5916,138.8991,10.2854,-30.243,32259.6704,199.1844,64.811,57.5847,KDE_Synthetic
31511.5418,647.1513,205.167,173.5616,9.3397,-17.2318,31774.1601,190.0832,19.8025,12.403,KDE_Synthetic
31520.618,663.0072,156.3686,378.3858,91.4448,280.8547,32115.5956,236.5106,-234.9118,-67.143,KDE_Synthetic
31648.6434,657.2052,226.2877,175.8866,-2.6635,15.3206,32076.4706,197.5689,-29.7035,-51.5826,KDE_Synthetic
31841.089,539.2735,153.1093,134.1983,38.9414,-15.5203,32192.7473,226.4663,15.8303,67.2056,KDE_Synthetic
32272.6587,682.7334,248.0515,200.8759,6.5086,82.2417,32526.9941,167.6625,17.9369,-18.4435,KDE_Synthetic
29388.4033,635.5366,234.1126,163.7685,0.7551,-41.9311,29641.9024,194.8578,0.7037,-33.5518,KDE_Synthetic
32074.0785,649.7803,234.185,207.9676,-24.5796,-50.1278,32292.5631,235.0012,2.2805,-22.8909,KDE_Synthetic
31164.6538,646.0499,166.0894,157.5818,-26.3999,-27.8918,31455.58,164.1239,-23.2999,-35.6906,KDE_Synthetic
32006.5576,631.3201,192.3261,191.3632,30.5219,0.3658,32251.7408,219.2377,-11.0492,-1.7914,KDE_Synthetic
28872.8367,1051.5122,207.63,185.6496,387.89,11.8163,29075.7468,359.5973,254.6043,236.8523,KDE_Synthetic
31922.7118,639.9146,219.0564,162.3991,14.8689,39.5777,32175.5334,163.7314,-2.1329,-3.8732,KDE_Synthetic
32094.7333,408.1912,141.2278,-152.7056,341.232,-171.219,32888.5722,72.0309,152.26,211.8142,KDE_Synthetic
32116.279,752.3209,171.8041,165.2512,43.6275,-71.9917,32541.7482,159.0613,-24.9117,38.9353,KDE_Synthetic
32234.1473,666.7086,203.3581,189.7556,-44.0674,-3.0837,32766.7342,193.9567,-11.9354,-40.0927,KDE_Synthetic
32140.8993,703.957,225.6312,213.7471,1.3282,22.7735,32529.917,233.6897,-33.7459,10.902,KDE_Synthetic
30198.0226,977.6646,87.7066,470.516,-22.8508,16.574,30373.543,345.0404,-84.1391,-202.9657,KDE_Synthetic
28413.9369,327.3576,130.3907,158.9903,609.8979,-105.4666,29306.5766,-33.6668,-199.6251,368.5289,KDE_Synthetic
32002.7508,654.3963,263.6535,211.2168,-2.5683,53.8542,32378.3377,247.3747,-9.488,2.6802,KDE_Synthetic
32073.4416,580.8893,93.5849,448.6378,300.7111,-192.2741,32379.222,467.822,363.3398,96.9265,KDE_Synthetic
32086.7354,669.0044,301.8847,133.9571,60.2933,133.1163,32298.1434,156.7645,-28.5654,88.3067,KDE_Synthetic
32023.6982,679.9659,227.023,167.6583,41.4918,-8.9157,32278.5746,217.8066,-2.0978,16.8053,KDE_Synthetic
32052.6411,658.9266,220.5201,204.5761,2.4593,-1.84,32365.1963,227.5471,27.5325,15.3676,KDE_Synthetic
31136.7452,636.851,233.3115,140.7391,25.8728,20.638,31470.7071,182.0043,-50.6206,-13.2065,KDE_Synthetic
31668.7289,651.7595,241.944,202.7828,44.5535,1.8753,32003.719,201.5251,63.5782,21.4167,KDE_Synthetic
32135.2298,632.6131,205.4639,167.3779,15.2654,-25.7899,32533.3822,168.7933,-24.9623,-23.7347,KDE_Synthetic
28711.4282,625.0764,165.0263,228.4176,26.1633,16.6235,29163.7404,216.393,-3.7526,-9.2523,KDE_Synthetic
31895.117,666.7366,238.8753,132.7122,-30.1426,-77.6612,32343.0293,310.979,59.0265,55.4836,KDE_Synthetic
31719.3324,650.3409,189.4687,177.0466,25.9617,57.4033,32165.8843,292.1895,-31.4742,-22.033,KDE_Synthetic
31411.0493,771.6775,198.5532,288.3692,-111.4798,-332.6262,31670.8589,200.1284,-76.0612,198.4726,KDE_Synthetic
31219.334,657.6318,197.4583,190.0018,-60.6931,3.2227,31588.0942,196.2645,38.8679,28.8883,KDE_Synthetic
32161.2051,425.5997,225.8663,250.2309,98.5465,-58.9933,32244.655,14.919,-92.252,-3.9273,KDE_Synthetic
32108.9051,636.5633,251.3443,162.6094,33.9096,28.2625,32533.1956,208.4106,13.2897,37.4137,KDE_Synthetic
30703.5937,640.332,218.1648,186.2771,-8.8537,-2.7567,31034.2518,201.5186,3.6277,19.6281,KDE_Synthetic
30300.4999,660.1228,221.1744,189.2149,3.6965,-28.5206,30603.9567,183.6526,0.5982,-31.5757,KDE_Synthetic
31360.9818,643.5236,195.7701,171.6967,12.896,37.0147,31590.2399,192.025,-39.6117,22.329,KDE_Synthetic
28455.2101,809.1171,280.7837,-295.6282,64.2261,-124.6968,28757.6912,129.8244,357.3751,-108.3058,KDE_Synthetic
30292.0939,612.8851,213.7901,202.776,-8.9412,-19.9877,30595.0337,163.2463,7.4682,29.8631,KDE_Synthetic
30842.7371,602.7241,135.5768,140.6287,19.0205,16.3704,31104.5878,208.6852,69.2967,-51.2684,KDE_Synthetic
31765.6589,671.8504,230.9695,146.0671,-3.7501,-59.7954,32246.8642,225.4017,45.6797,103.2605,KDE_Synthetic
31778.1625,608.0769,165.8008,172.2377,-61.174,-7.9347,32004.8578,172.1158,32.5942,21.2593,KDE_Synthetic
32190.3917,660.316,242.598,210.1372,82.4877,10.4323,32499.5911,98.5981,32.747,50.9233,KDE_Synthetic
31639.5382,719.3051,-27.1371,230.8381,62.2487,187.6133,32192.2207,389.4512,-190.1113,206.8204,KDE_Synthetic
32372.4686,563.3716,184.9834,322.7119,190.9833,145.6621,32421.903,91.8374,108.994,28.7363,KDE_Synthetic
31865.7447,677.4164,212.3646,198.1904,24.927,10.4414,32251.8598,204.7587,-14.0737,-35.1977,KDE_Synthetic
31257.8589,652.0951,246.8081,213.2638,-22.6639,14.9231,31622.3393,200.9586,-12.7872,2.7705,KDE_Synthetic
31210.9818,626.8103,219.2807,191.8279,-19.5577,-40.6661,31550.7896,180.2173,4.8802,-26.492,KDE_Synthetic
31145.989,636.2307,210.688,181.3064,-2.8866,-69.2586,31451.5442,178.3432,12.4306,-9.1818,KDE_Synthetic
31554.0341,667.6945,203.0751,230.3475,-17.0982,61.2904,31800.369,248.276,-13.0508,-40.058,KDE_Synthetic
31583.1952,662.1231,210.8047,175.714,-17.4227,9.7231,32206.7045,210.8056,25.3313,6.1333,KDE_Synthetic
31961.5556,588.4888,201.5198,145.7988,-40.3564,27.7992,32219.3895,207.637,0.298,31.0683,KDE_Synthetic
31955.2825,638.7312,186.9966,177.3902,2.7629,-19.0426,32180.26,194.6352,-22.3691,-17.6576,KDE_Synthetic
31965.9205,680.0,256.3434,117.1496,-23.0951,62.2983,32410.3765,194.29,13.3723,-57.9837,KDE_Synthetic
31597.8472,595.0845,114.4038,223.0675,29.8217,-107.7931,31975.5623,221.2065,-37.2563,49.468,KDE_Synthetic
30720.7416,620.5276,89.1654,-37.4243,265.1226,142.5647,31275.7464,362.3545,116.8161,-349.7907,KDE_Synthetic
32071.5692,584.6246,231.468,227.7366,8.0406,-16.8579,32407.6991,157.1452,5.978,-20.892,KDE_Synthetic
31181.1463,730.5604,-6.8015,98.3753,-101.0764,-23.5992,31639.0755,-36.1846,-77.2635,-7.1005,KDE_Synthetic
32127.5592,640.8225,107.2453,302.8129,-27.9709,53.6221,32354.6733,242.5012,-54.5312,61.3277,KDE_Synthetic
31997.8679,680.051,147.2617,85.8334,82.493,-43.089,32273.8537,241.8305,-21.1447,-42.694,KDE_Synthetic
30727.5219,360.3497,443.3809,819.7077,628.9551,512.6718,30984.8638,291.1531,-616.7364,443.9865,KDE_Synthetic
32023.1607,663.0323,186.0522,164.9157,5.9976,39.7785,32361.1366,156.3138,-13.5709,-32.8894,KDE_Synthetic
28361.3424,556.5123,211.5414,204.445,-102.4413,17.0907,28697.3147,142.9681,76.6805,31.1273,KDE_Synthetic
31126.9774,589.9674,266.8004,241.7147,213.7361,-292.4719,31435.5244,-21.6969,-308.3037,118.6042,KDE_Synthetic
29362.0912,459.7596,28.38,297.005,161.6125,-222.0307,29952.2824,75.2484,-36.7189,-199.2242,KDE_Synthetic
30331.0477,629.6781,581.8662,-139.3526,-314.9694,96.7597,30735.9352,409.9861,-61.538,-87.3588,KDE_Synthetic
31741.7904,727.2846,281.0479,206.0637,-40.2123,21.5308,32129.4275,186.1997,32.4679,-13.0312,KDE_Synthetic
30135.3841,651.1042,227.0128,214.3553,33.4627,-79.4996,30323.9623,197.1655,-30.2866,26.2471,KDE_Synthetic
31609.9393,700.7434,144.3777,109.134,40.2915,52.84,31927.7279,189.5374,-36.3801,-12.4932,KDE_Synthetic
30919.5963,645.6002,186.4152,125.0792,-44.5322,-42.5196,31097.3515,196.031,-18.5347,-19.39,KDE_Synthetic
31187.456,668.121,212.6974,253.8875,-90.9026,2.4931,31595.8723,146.4513,40.5599,8.8672,KDE_Synthetic
31216.5492,515.2231,130.1873,388.176,79.6101,-68.972,31691.9021,210.1399,34.3401,-154.8301,KDE_Synthetic
