Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Class
2.0523,0.0,0.1917,0.0,0.0,0.314,1.4826,0.0,0.2346,0.0,0.0,SEKER
1.5091,0.0,0.3092,0.0,0.0,0.2648,0.9413,0.0,0.3679,0.0,0.0674,SEKER
0.8209,0.0,0.0,0.0,0.0,0.2949,0.267,0.0,0.062,0.0089,0.1067,SEKER
4.8224,0.0,0.2365,0.0,0.0,0.0921,4.2554,0.0,0.0332,0.0,0.0,SEKER
1.1483,0.0,0.3429,0.0,0.0,0.3785,0.577,0.0,0.4598,0.0128,0.0709,SEKER
1.3077,0.0,0.0659,0.0,0.0,0.2803,0.7468,0.0,0.1206,0.0,0.0851,SEKER
4.367,0.0,0.2382,0.0,0.0,0.0967,3.8003,0.0,0.0629,0.0,0.0,SEKER
2.2747,0.0,0.1929,0.0,0.0,0.2164,1.7217,0.0,0.1732,0.0,0.0068,SEKER
2.2844,0.0,0.2237,0.0,0.0,0.2505,1.7379,0.0,0.2258,0.0,0.0,SEKER
4.37,0.0,0.1112,0.0,0.0,0.1398,3.8487,0.0,0.0,0.0,0.0,SEKER
1.7326,0.0,0.1809,0.0,0.0,0.2243,1.1707,0.0,0.1947,0.0,0.0613,SEKER
3.2384,0.0,0.176,0.0,0.0,0.1893,2.6827,0.0,0.099,0.0,0.0,SEKER
0.3686,0.0,0.1089,0.0,0.0,0.3365,0.0,0.04,0.1854,0.0471,0.2046,SEKER
0.3768,0.0,0.0429,0.0,0.0428,0.2464,0.0,0.1704,0.0531,0.0294,0.2549,SEKER
1.0674,0.0,0.3116,0.0,0.0,0.3755,0.5091,0.0,0.415,0.0145,0.0977,SEKER
2.6262,0.0,0.1915,0.0,0.0,0.268,2.0535,0.0,0.188,0.0,0.0,SEKER
1.9232,0.0,0.1904,0.0,0.0,0.2781,1.3618,0.0,0.2212,0.0,0.019,SEKER
0.3893,0.0,0.0185,0.0,0.0,0.2589,0.0,0.1614,0.0194,0.0533,0.2099,SEKER
1.6618,0.0,0.0388,0.0,0.0,0.2552,1.0999,0.0,0.0583,0.0,0.0579,SEKER
3.7395,0.0,0.1618,0.0,0.0,0.0986,3.2056,0.0,0.0111,0.0,0.0,SEKER
1.2259,0.0,0.3307,0.0,0.0,0.2816,0.6885,0.0,0.3493,0.0,0.1315,SEKER
3.3576,0.0,0.2167,0.0,0.0,0.1369,2.8055,0.0,0.1144,0.0,0.0,SEKER
1.5354,0.0,0.2549,0.0,0.0,0.2513,0.9756,0.0,0.296,0.0,0.075,SEKER
1.9871,0.0,0.3324,0.0,0.0,0.2996,1.4037,0.0,0.3815,0.0,0.0,SEKER
1.9064,0.0,0.129,0.0,0.0,0.2761,1.3602,0.0,0.1562,0.0,0.0203,SEKER
3.6878,0.0,0.1419,0.0,0.0,0.1354,3.1459,0.0,0.0102,0.0,0.0,SEKER
2.6176,0.0,0.3296,0.0,0.0,0.1791,2.051,0.0,0.2902,0.0,0.0,SEKER
1.6603,0.0,0.0839,0.0,0.0,0.2833,1.0933,0.0,0.1178,0.0,0.0503,SEKER
1.4502,0.0,0.1956,0.0,0.0,0.2991,0.8766,0.0,0.2622,0.0,0.0625,SEKER
1.747,0.0,0.2351,0.0,0.0,0.2847,1.1812,0.0,0.2812,0.0,0.0368,SEKER
2.2385,0.0,0.1118,0.0,0.0,0.2508,1.6745,0.0,0.1057,0.0,0.0,SEKER
2.5017,0.0,0.2047,0.0,0.0,0.2513,1.9453,0.0,0.1917,0.0,0.0,SEKER
0.8665,0.0,0.1716,0.0,0.0,0.2724,0.3431,0.0,0.2024,0.0,0.1527,SEKER
2.8261,0.0,0.0987,0.0,0.0,0.2092,2.3133,0.0,0.0476,0.0,0.0,SEKER
1.7958,0.0,0.0516,0.0,0.0,0.2647,1.2265,0.0,0.0692,0.0,0.0399,SEKER
0.1567,0.0,0.4561,0.0,0.2853,0.2306,0.0,0.6627,0.0,0.0,0.7656,SEKER
2.4053,0.0,0.2966,0.0,0.0,0.2397,1.8321,0.0,0.295,0.0,0.0,SEKER
0.9714,0.0,0.0,0.0,0.0,0.3006,0.3862,0.0,0.0378,0.0,0.1218,SEKER
2.3765,0.0,0.1875,0.0,0.0,0.2901,1.818,0.0,0.2034,0.0,0.0,SEKER
3.2699,0.0,0.099,0.0,0.0,0.1884,2.717,0.0,0.0131,0.0,0.0,SEKER
1.5168,0.0,0.3287,0.0,0.0,0.2117,0.9732,0.0,0.3347,0.0,0.1073,SEKER
0.9927,0.0,0.0354,0.0,0.0,0.2451,0.4429,0.0,0.1146,0.0,0.1049,SEKER
3.2196,0.0,0.1888,0.0,0.0,0.1629,2.6663,0.0,0.1014,0.0,0.0,SEKER
2.628,0.0,0.1876,0.0,0.0,0.226,2.0737,0.0,0.1618,0.0,0.0,SEKER
2.9722,0.0,0.3033,0.0,0.0,0.2724,2.3735,0.0,0.2865,0.0,0.0,SEKER
2.93,0.0,0.1118,0.0,0.0,0.1662,2.3763,0.0,0.0323,0.0,0.0,SEKER
0.6236,0.0,0.0,0.0,0.0,0.282,0.1012,0.0,0.0181,0.048,0.0968,SEKER
3.5976,0.0,0.1775,0.0,0.0,0.1883,3.0411,0.0,0.0849,0.0,0.0,SEKER
1.1692,0.0,0.1881,0.0,0.0,0.3433,0.6293,0.0,0.2872,0.0,0.0781,SEKER
1.0539,0.0,0.2784,0.0,0.0,0.301,0.5084,0.0,0.3128,0.0,0.1434,SEKER
1.9047,0.0,0.2759,0.0,0.0,0.2554,1.3376,0.0,0.3049,0.0,0.0276,SEKER
3.8045,0.0,0.1134,0.0,0.0,0.1738,3.2574,0.0,0.0,0.0,0.0,SEKER
3.994,0.0,0.0216,0.0,0.0,0.124,3.4893,0.0,0.0,0.0,0.0,SEKER
3.4206,0.0,0.2129,0.0,0.0,0.1574,2.8594,0.0,0.1176,0.0,0.0,SEKER
1.3244,0.0,0.1497,0.0,0.0,0.2177,0.7769,0.0,0.1824,0.0,0.1057,SEKER
0.9764,0.0,0.2809,0.0,0.0,0.3188,0.4493,0.0,0.3099,0.0,0.158,SEKER
1.8066,0.0,0.1191,0.0,0.0,0.2585,1.2437,0.0,0.137,0.0,0.043,SEKER
2.734,0.0,0.1341,0.0,0.0,0.2307,2.1716,0.0,0.0974,0.0,0.0,SEKER
0.9827,0.0,0.0,0.0,0.0,0.3046,0.5158,0.0,0.0,0.0,0.066,SEKER
1.8742,0.0,0.2467,0.0,0.0,0.2385,1.3194,0.0,0.2623,0.0,0.0435,SEKER
1.2633,0.0,0.2389,0.0,0.0,0.3737,0.6857,0.0,0.3492,0.0,0.0542,SEKER
0.9409,0.0,0.2895,0.0,0.0,0.3492,0.404,0.0,0.3433,0.0,0.1451,SEKER
3.3685,0.0,0.0,0.0,0.0,0.1913,2.8537,0.0,0.0,0.0,0.0,SEKER
2.0924,0.0,0.2584,0.0,0.0,0.2594,1.533,0.0,0.2761,0.0,0.0086,SEKER
2.8158,0.0,0.0101,0.0,0.0,0.1921,2.2774,0.0,0.0,0.0,0.0,SEKER
3.4422,0.0,0.1618,0.0,0.0,0.1714,2.8872,0.0,0.0653,0.0,0.0,SEKER
3.7056,0.0,0.058,0.0,0.0,0.1685,3.173,0.0,0.0,0.0,0.0,SEKER
5.5961,0.0,0.2069,0.0,0.0,0.0552,5.0624,0.0,0.0,0.0,0.0,SEKER
1.4903,0.0,0.2258,0.0,0.0,0.3375,0.91,0.0,0.306,0.0,0.045,SEKER
2.2412,0.0,0.1681,0.0,0.0,0.2768,1.6717,0.0,0.1791,0.0,0.0,SEKER
1.3169,0.0,0.2264,0.0,0.0,0.3551,0.734,0.0,0.3229,0.0,0.0584,SEKER
4.1814,0.0,0.1365,0.0,0.0,0.1494,3.641,0.0,0.0,0.0,0.0,SEKER
1.6378,0.0,0.3109,0.0,0.0,0.3144,1.0558,0.0,0.382,0.0,0.0339,SEKER
2.0913,0.0,0.1443,0.0,0.0,0.2854,1.5269,0.0,0.1652,0.0,0.0,SEKER
1.6075,0.0,0.2187,0.0,0.0,0.3464,1.0317,0.0,0.2995,0.0,0.0231,SEKER
2.0494,0.0,0.2101,0.0,0.0,0.2751,1.4854,0.0,0.2339,0.0,0.0068,SEKER
3.2002,0.0,0.2216,0.0,0.0,0.0831,2.6626,0.0,0.0966,0.0,0.0,SEKER
1.1123,0.0,0.0,0.0,0.0,0.2637,0.6153,0.0,0.0,0.0,0.0745,SEKER
3.0659,0.0,0.1862,0.0,0.0,0.1511,2.514,0.0,0.1003,0.0,0.0,SEKER
3.3543,0.0,0.1439,0.0,0.0,0.1808,2.7958,0.0,0.0557,0.0,0.0,SEKER
0.8964,0.0,0.0,0.0,0.0,0.2415,0.4379,0.0,0.0,0.0448,0.0496,SEKER
1.5259,0.0,0.0,0.0,0.0,0.2255,0.9858,0.0,0.0,0.0,0.0737,SEKER
1.7538,0.0,0.3703,0.0,0.0,0.3408,1.1569,0.0,0.4519,0.0,0.0073,SEKER
1.4765,0.0,0.256,0.0,0.0,0.3338,0.9289,0.0,0.3343,0.0,0.0542,SEKER
1.5221,0.0,0.0,0.0,0.0,0.1897,1.1261,0.0,0.0,0.0435,0.0,SEKER
0.9315,0.0,0.1273,0.0,0.0,0.2952,0.3795,0.0,0.2099,0.0,0.121,SEKER
2.732,0.0,0.398,0.0,0.0,0.2559,2.1188,0.0,0.3918,0.0,0.0,SEKER
3.6037,0.0,0.2041,0.0,0.0,0.1498,3.0426,0.0,0.0947,0.0,0.0,SEKER
1.8644,0.0,0.1367,0.0,0.0,0.2336,1.306,0.0,0.1409,0.0,0.0466,SEKER
1.2821,0.0,0.296,0.0,0.0,0.3787,0.689,0.0,0.4111,0.0,0.0504,SEKER
4.8395,0.0,0.2512,0.0,0.0,0.074,4.2747,0.0,0.0385,0.0,0.0,SEKER
1.6048,0.0,0.0,0.0,0.0,0.236,1.0643,0.0,0.0,0.0,0.0615,SEKER
5.598,0.0,0.1339,0.0,0.0,0.1126,5.0715,0.0,0.0,0.0,0.0,SEKER
5.7662,0.0,0.1726,0.0,0.0,0.0926,5.2284,0.0,0.0,0.0,0.0,SEKER
1.5962,0.0,0.1627,0.0,0.0,0.3309,1.0196,0.0,0.2342,0.0,0.0284,SEKER
2.4489,0.0,0.1374,0.0,0.0,0.2317,1.8858,0.0,0.1157,0.0,0.0,SEKER
2.4625,0.0,0.1825,0.0,0.0,0.2385,1.9136,0.0,0.1706,0.0,0.0,SEKER
1.3959,0.0,0.2792,0.0,0.0,0.2977,0.8139,0.0,0.357,0.0,0.0647,SEKER
2.3396,0.0,0.1116,0.0,0.0,0.2305,1.8163,0.0,0.1026,0.0,0.0,SEKER
3.3995,0.0,0.2782,0.0,0.0,0.1982,2.8181,0.0,0.2028,0.0,0.0,SEKER
1.7472,0.0,0.1304,0.0,0.0,0.3004,1.1875,0.0,0.1782,0.0,0.0235,SEKER
1.5284,0.0,0.1733,0.0,0.0,0.2729,0.9646,0.0,0.2171,0.0,0.0686,SEKER
4.9233,0.0,0.2,0.0,0.0,0.1211,4.3595,0.0,0.0012,0.0,0.0,SEKER
0.9366,0.0,0.2592,0.0,0.0,0.3254,0.3931,0.0,0.3075,0.0,0.151,SEKER
1.0082,0.0,0.2471,0.0,0.0,0.3559,0.4334,0.0,0.3439,0.0,0.1044,SEKER
0.9993,0.0,0.0,0.0,0.0,0.3081,0.4512,0.0,0.0067,0.0148,0.0775,SEKER
3.3253,0.0,0.2529,0.0,0.0,0.2038,2.7478,0.0,0.1839,0.0,0.0,SEKER
6.0969,0.0,0.172,0.0,0.0,0.1007,5.5516,0.0,0.0,0.0,0.0,SEKER
1.7145,0.0,0.159,0.0,0.0,0.2708,1.1599,0.0,0.1891,0.0,0.0507,SEKER
2.4855,0.0,0.1505,0.0,0.0,0.2189,1.9247,0.0,0.1218,0.0,0.0,SEKER
0.8002,0.0,0.0,0.0,0.0,0.316,0.2393,0.0,0.0542,0.0345,0.0922,SEKER
1.1741,0.0,0.2063,0.0,0.0,0.3592,0.597,0.0,0.3088,0.0,0.076,SEKER
0.9014,0.0,0.0322,0.0,0.0,0.2195,0.3644,0.0,0.0914,0.0,0.1248,SEKER
2.6777,0.0,0.2505,0.0,0.0,0.2595,2.1024,0.0,0.2401,0.0,0.0,SEKER
1.5318,0.0,0.3489,0.0,0.0,0.3535,0.939,0.0,0.4461,0.0,0.0291,SEKER
2.5973,0.0,0.3615,0.0,0.0,0.2537,2.001,0.0,0.3584,0.0,0.0,SEKER
4.7151,0.0,0.1169,0.0,0.0,0.1413,4.1881,0.0,0.0,0.0,0.0,SEKER
2.4945,0.0,0.3017,0.0,0.0,0.2031,1.9267,0.0,0.2802,0.0,0.0,SEKER
2.8864,0.0,0.0,0.0,0.0,0.202,2.3576,0.0,0.0,0.0,0.0,SEKER
1.9921,0.0,0.2405,0.0,0.0,0.242,1.4353,0.0,0.2524,0.0,0.0277,SEKER
3.0893,0.0,0.1573,0.0,0.0,0.202,2.5297,0.0,0.0926,0.0,0.0,SEKER
4.3652,0.0,0.2065,0.0,0.0,0.1367,3.793,0.0,0.0487,0.0,0.0,SEKER
2.3663,0.0,0.2901,0.0,0.0,0.1936,1.8112,0.0,0.2686,0.0,0.0,SEKER
3.4922,0.0,0.2057,0.0,0.0,0.168,2.9359,0.0,0.108,0.0,0.0,SEKER
4.9747,0.0,0.0702,0.0,0.0,0.1327,4.4722,0.0,0.0,0.0,0.0,SEKER
1.2288,0.0,0.0,0.0,0.0,0.2545,0.6896,0.0,0.0,0.0,0.0777,SEKER
0.709,0.0,0.1134,0.0,0.0,0.3578,0.1436,0.0,0.2288,0.0178,0.1243,SEKER
1.1745,0.0,0.3313,0.0,0.0,0.2917,0.6537,0.0,0.3454,0.0,0.1436,SEKER
4.4533,0.0,0.242,0.0,0.0,0.1853,3.8535,0.0,0.1062,0.0,0.0,SEKER
0.9551,0.0,0.2798,0.0,0.0,0.3895,0.372,0.0,0.3948,0.0,0.0976,SEKER
1.7389,0.0,0.2274,0.0,0.0,0.2654,1.1781,0.0,0.262,0.0,0.0473,SEKER
0.8476,0.0,0.2497,0.0,0.0,0.3541,0.2964,0.0,0.3139,0.0,0.1486,SEKER
0.9418,0.0,0.2994,0.0,0.0,0.395,0.3795,0.0,0.399,0.0,0.1101,SEKER
4.1993,0.0,0.1678,0.0,0.0,0.1433,3.6476,0.0,0.0185,0.0,0.0,SEKER
0.9474,0.0,0.0,0.0,0.0,0.2137,0.5455,0.0,0.0,0.0502,0.0252,SEKER
1.2022,0.0,0.234,0.0,0.0,0.1984,0.697,0.0,0.2213,0.0,0.1385,SEKER
2.0191,0.0,0.213,0.0,0.0,0.3189,1.4503,0.0,0.2603,0.0,0.0,SEKER
2.8941,0.0,0.0856,0.0,0.0,0.1986,2.3651,0.0,0.028,0.0,0.0,SEKER
3.3604,0.0,0.2019,0.0,0.0,0.1682,2.8028,0.0,0.1133,0.0,0.0,SEKER
1.6727,0.0,0.2311,0.0,0.0,0.206,1.1229,0.0,0.2384,0.0,0.0805,SEKER
2.0868,0.0,0.1667,0.0,0.0,0.2072,1.5382,0.0,0.1467,0.0,0.0348,SEKER
0.9742,0.0,0.0,0.0,0.0,0.2545,0.4378,0.0,0.0174,0.0,0.1022,SEKER
0.691,0.0,0.0,0.0,0.0,0.3425,0.1788,0.0,0.0,0.0,0.1019,SEKER
0.9161,0.0,0.0,0.0,0.0,0.337,0.4318,0.0,0.0,0.0017,0.0617,SEKER
3.1031,0.0,0.3014,0.0,0.0,0.1798,2.5252,0.0,0.2363,0.0,0.0,SEKER
2.0833,0.0,0.317,0.0,0.0,0.2341,1.5183,0.0,0.3305,0.0,0.0149,SEKER
2.8037,0.0,0.1372,0.0,0.0,0.2246,2.2413,0.0,0.0951,0.0,0.0,SEKER
1.9416,0.0,0.3253,0.0,0.0,0.2376,1.3667,0.0,0.3521,0.0,0.0252,SEKER
1.9897,0.0,0.2683,0.0,0.0,0.2565,1.4212,0.0,0.2927,0.0,0.0173,SEKER
2.216,0.0,0.2285,0.0,0.0,0.2449,1.6506,0.0,0.2327,0.0,0.0,SEKER
0.4001,0.0,0.0,0.0,0.0,0.3473,0.0,0.044,0.0007,0.0,0.1922,SEKER
2.7278,0.0,0.1111,0.0,0.0,0.2292,2.1882,0.0,0.0734,0.0,0.0,SEKER
0.9633,0.0,0.3392,0.0,0.0,0.4258,0.4085,0.0,0.4466,0.0142,0.0993,SEKER
0.9089,0.0,0.0887,0.0,0.0,0.3329,0.3342,0.0,0.2007,0.011,0.0993,SEKER
1.5315,0.0,0.2004,0.0,0.0,0.322,0.9635,0.0,0.269,0.0,0.0472,SEKER
1.7992,0.0,0.2211,0.0,0.0,0.2859,1.2286,0.0,0.2633,0.0,0.0296,SEKER
0.6042,0.0,0.0,0.0,0.0,0.2904,0.0458,0.0,0.0891,0.0063,0.1466,SEKER
4.0612,0.0,0.237,0.0,0.0,0.1642,3.4735,0.0,0.1113,0.0,0.0,SEKER
2.4106,0.0,0.2217,0.0,0.0,0.2127,1.8498,0.0,0.2019,0.0,0.0,SEKER
1.7893,0.0,0.0323,0.0,0.0,0.2613,1.2229,0.0,0.0449,0.0,0.044,SEKER
2.6563,0.0,0.1967,0.0,0.0,0.213,2.0959,0.0,0.1622,0.0,0.0,SEKER
1.1367,0.0,0.2351,0.0,0.0,0.3244,0.5665,0.0,0.3203,0.0,0.0965,SEKER
2.288,0.0,0.2054,0.0,0.0,0.2389,1.7252,0.0,0.2016,0.0,0.0,SEKER
2.7512,0.0,0.268,0.0,0.0,0.2056,2.1947,0.0,0.2284,0.0,0.0,SEKER
2.9305,0.0,0.238,0.0,0.0,0.1612,2.382,0.0,0.1663,0.0,0.0,SEKER
1.0669,0.0,0.0698,0.0,0.0,0.2935,0.5072,0.0,0.1517,0.0,0.0986,SEKER
1.6822,0.0,0.1795,0.0,0.0,0.3131,1.1145,0.0,0.2353,0.0,0.0338,SEKER
2.0894,0.0,0.124,0.0,0.0,0.2639,1.5563,0.0,0.1397,0.0,0.0,SEKER
2.0951,0.0,0.1132,0.0,0.0,0.2033,1.5422,0.0,0.088,0.0,0.0337,SEKER
1.8601,0.0,0.2346,0.0,0.0,0.2207,1.3098,0.0,0.2395,0.0,0.0539,SEKER
3.8939,0.0,0.0,0.0,0.0,0.1529,3.3977,0.0,0.0,0.0,0.0,SEKER
3.6176,0.0,0.0366,0.0,0.0,0.1664,3.0902,0.0,0.0,0.0,0.0,SEKER
0.8973,0.0,0.0,0.0,0.0,0.3456,0.419,0.0,0.0,0.0263,0.0491,SEKER
2.6377,0.0,0.0895,0.0,0.0,0.2358,2.0745,0.0,0.0552,0.0,0.0,SEKER
3.2639,0.0,0.1885,0.0,0.0,0.178,2.7074,0.0,0.1071,0.0,0.0,SEKER
3.9265,0.0,0.1479,0.0,0.0,0.1552,3.3811,0.0,0.0219,0.0,0.0,SEKER
2.2609,0.0,0.2719,0.0,0.0,0.2151,1.7095,0.0,0.2598,0.0,0.0079,SEKER
1.1164,0.0,0.2487,0.0,0.0,0.3054,0.5559,0.0,0.3102,0.0,0.117,SEKER
4.9318,0.0,0.1856,0.0,0.0,0.1152,4.38,0.0,0.0,0.0,0.0,SEKER
1.1726,0.0,0.0,0.0,0.0,0.2304,0.6278,0.0,0.0396,0.0,0.0955,SEKER
1.3658,0.0,0.0643,0.0,0.0,0.2453,0.8021,0.0,0.13,0.0,0.0566,SEKER
3.1525,0.0,0.2366,0.0,0.0,0.1531,2.6022,0.0,0.1519,0.0,0.0,SEKER
1.7901,0.0,0.0642,0.0,0.0,0.2572,1.2233,0.0,0.0788,0.0,0.0442,SEKER
1.7783,0.0,0.2321,0.0,0.0,0.3105,1.2011,0.0,0.2869,0.0,0.0219,SEKER
2.3844,0.0,0.1926,0.0,0.0,0.2941,1.8276,0.0,0.2111,0.0,0.0,SEKER
1.8128,0.0,0.0418,0.0,0.0,0.2674,1.2495,0.0,0.0549,0.0,0.0412,SEKER
2.3653,0.0,0.0236,0.0,0.0,0.1558,1.8312,0.0,0.0,0.0,0.0269,SEKER
2.0154,0.0,0.3028,0.0,0.0,0.2245,1.4591,0.0,0.3129,0.0,0.0293,SEKER
5.9101,0.0,0.2146,0.0,0.0,0.1085,5.3364,0.0,0.0,0.0,0.0,SEKER
0.2593,0.0,0.0,0.0,0.0,0.351,0.0,0.0995,0.0,0.0,0.3213,SEKER
2.3297,0.0,0.1668,0.0,0.0,0.2491,1.7676,0.0,0.1605,0.0,0.0,SEKER
1.7175,0.0,0.1765,0.0,0.0,0.2491,1.1422,0.0,0.2089,0.0,0.0468,SEKER
1.1312,0.0,0.2244,0.0,0.0,0.3469,0.5518,0.0,0.329,0.0,0.0808,SEKER
3.182,0.0,0.1954,0.0,0.0,0.2004,2.6459,0.0,0.1283,0.0,0.0,SEKER
1.5285,0.0,0.0,0.0,0.0,0.1908,1.0009,0.0,0.0,0.0,0.0801,SEKER
2.3987,0.0,0.1024,0.0,0.0,0.25,1.8346,0.0,0.0873,0.0,0.0,SEKER
1.5975,0.0,0.1025,0.0,0.0,0.2879,1.0316,0.0,0.1426,0.0,0.0563,SEKER
1.7677,0.0,0.1705,0.0,0.0,0.2642,1.2023,0.0,0.1998,0.0,0.0428,SEKER
0.1619,0.0,0.0,0.0,0.0,0.3525,0.0,0.0601,0.0,0.0,0.1747,SEKER
1.3753,0.0,0.175,0.0,0.0,0.2722,0.8074,0.0,0.2286,0.0,0.0837,SEKER
0.8622,0.0,0.0,0.0,0.0,0.3148,0.383,0.0,0.0,0.0048,0.0666,SEKER
2.0075,0.0,0.0658,0.0,0.0,0.1938,1.4524,0.0,0.0371,0.0,0.0465,SEKER
1.0803,0.0,0.0,0.0,0.0,0.305,0.5116,0.0,0.094,0.018,0.0744,SEKER
3.168,0.0,0.2192,0.0,0.0,0.169,2.609,0.0,0.1431,0.0,0.0,SEKER
2.5724,0.0,0.1376,0.0,0.0,0.1701,2.0207,0.0,0.0778,0.0,0.0,SEKER
3.4084,0.0,0.1468,0.0,0.0,0.1241,2.8659,0.0,0.025,0.0,0.0,SEKER
3.2766,0.0,0.1244,0.0,0.0,0.192,2.7171,0.0,0.043,0.0,0.0,SEKER
0.7789,0.0,0.0712,0.0,0.0,0.3063,0.2271,0.0,0.1689,0.0,0.127,SEKER
0.5763,0.0,0.0168,0.0,0.0,0.257,0.0561,0.0056,0.0893,0.0275,0.1481,SEKER
2.6037,0.0,0.1459,0.0,0.0,0.266,2.0368,0.0,0.1389,0.0,0.0,SEKER
2.8976,0.0,0.1273,0.0,0.0,0.2233,2.3402,0.0,0.0782,0.0,0.0,SEKER
3.5556,0.0,0.2325,0.0,0.0,0.2121,2.9734,0.0,0.1543,0.0,0.0,SEKER
3.4679,0.0,0.1831,0.0,0.0,0.2107,2.9191,0.0,0.1101,0.0,0.0,SEKER
2.7059,0.0,0.2451,0.0,0.0,0.2023,2.1455,0.0,0.2083,0.0,0.0,SEKER
3.895,0.0,0.1319,0.0,0.0,0.1634,3.3499,0.0,0.0059,0.0,0.0,SEKER
2.6254,0.0,0.0887,0.0,0.0,0.1615,2.0762,0.0,0.0162,0.0,0.0,SEKER
0.6904,0.0,0.0194,0.0,0.0,0.3056,0.1076,0.0,0.0605,0.0,0.1845,SEKER
1.6343,0.0,0.1692,0.0,0.0,0.3271,1.0645,0.0,0.2338,0.0,0.0326,SEKER
2.4663,0.0,0.2229,0.0,0.0,0.2289,1.9065,0.0,0.2062,0.0,0.0,SEKER
1.6208,0.0,0.2606,0.0,0.0,0.3466,1.0345,0.0,0.3416,0.0,0.0249,SEKER
0.4986,0.0,0.23,0.0,0.0,0.4172,0.0015,0.0033,0.2761,0.0243,0.2018,SEKER
0.2086,0.0,0.0,0.0,0.0,0.3595,0.0,0.032,0.0,0.0,0.2142,SEKER
2.5939,0.0,0.1938,0.0,0.0,0.249,2.0271,0.0,0.177,0.0,0.0,SEKER
0.4647,0.0,0.2215,0.0,0.0,0.4085,0.0,0.0385,0.2505,0.0163,0.2198,SEKER
1.2437,0.0,0.1668,0.0,0.0,0.2634,0.6706,0.0,0.2261,0.0,0.0977,SEKER
3.1667,0.0,0.0274,0.0,0.0,0.1255,2.6859,0.0,0.0,0.0,0.0,SEKER
3.0604,0.0,0.127,0.0,0.0,0.2076,2.4998,0.0,0.0633,0.0,0.0,SEKER
1.6941,0.0,0.3202,0.0,0.0,0.2569,1.1244,0.0,0.3679,0.0,0.0478,SEKER
2.499,0.0,0.0232,0.0,0.0,0.1939,1.9535,0.0,0.0,0.0,0.0,SEKER
1.5586,0.0,0.2416,0.0,0.0,0.3054,0.9843,0.0,0.3061,0.0,0.0493,SEKER
3.1308,0.0,0.2487,0.0,0.0,0.1329,2.5858,0.0,0.1549,0.0,0.0,SEKER
1.5764,0.0,0.2842,0.0,0.0,0.2855,1.0125,0.0,0.3387,0.0,0.0587,SEKER
1.2411,0.0,0.251,0.0,0.0,0.3189,0.6635,0.0,0.3406,0.0,0.0785,SEKER
1.0614,0.0,0.3469,0.0,0.0,0.4201,0.4744,0.0,0.4515,0.0195,0.0802,SEKER
2.3115,0.0,0.0,0.0,0.0,0.2354,1.7859,0.0,0.0,0.0,0.0007,SEKER
1.2287,0.0,0.2473,0.0,0.0,0.257,0.6812,0.0,0.2809,0.0,0.1213,SEKER
2.751,0.0,0.2439,0.0,0.0,0.2883,2.1938,0.0,0.2477,0.0,0.0,SEKER
1.9965,0.0,0.1948,0.0,0.0,0.2194,1.4382,0.0,0.1932,0.0,0.0344,SEKER
1.2404,0.0,0.1875,0.0,0.0,0.3428,0.7076,0.0,0.2794,0.0,0.0746,SEKER
1.9969,0.0,0.1711,0.0,0.0,0.2884,1.4261,0.0,0.1994,0.0,0.0072,SEKER
1.3553,0.0,0.106,0.0,0.0,0.2139,0.796,0.0,0.1372,0.0,0.0979,SEKER
2.6238,0.0,0.2854,0.0,0.0,0.1533,2.0795,0.0,0.2279,0.0,0.0,SEKER
